Date,Price
12/27/1978,224.8
12/26/1978,221.6
12/22/1978,216.7
12/21/1978,217.6
12/20/1978,217.6
12/19/1978,223.7
12/18/1978,217.6
12/15/1978,208.1
12/14/1978,207.1
12/13/1978,204.6
12/12/1978,208.3
12/11/1978,206.2
12/08/1978,207.6
12/07/1978,202.2
12/06/1978,200.9
12/05/1978,199.1
12/04/1978,199.9
12/01/1978,200.1
11/30/1978,196.4
11/29/1978,195.4
11/28/1978,192.6
11/27/1978,196.6
11/24/1978,201.4
11/22/1978,201.4
11/21/1978,197.9
11/20/1978,198.3
11/17/1978,200
11/16/1978,199.3
11/15/1978,199.1
11/14/1978,209
11/13/1978,211.2
11/10/1978,210.2
11/09/1978,208.5
11/08/1978,218.3
11/06/1978,213.2
11/03/1978,215
11/02/1978,220.7
11/01/1978,230.7
10/31/1978,240.7
10/30/1978,247
10/27/1978,239.4
10/26/1978,236.5
10/25/1978,235.5
10/24/1978,229.8
10/23/1978,227.8
10/20/1978,230
10/19/1978,227.7
10/18/1978,230.9
10/17/1978,231.1
10/16/1978,229.6
10/13/1978,226.9
10/12/1978,226.3
10/11/1978,230.7
10/10/1978,227.9
10/09/1978,227.1
10/06/1978,225.5
10/05/1978,227.2
10/04/1978,227
10/03/1978,226.4
10/02/1978,223.1
09/29/1978,220.9
09/28/1978,221.4
09/27/1978,222.3
09/26/1978,219.7
09/25/1978,221.7
09/22/1978,222.8
09/21/1978,220.1
09/20/1978,219.4
09/19/1978,214.4
09/18/1978,219.3
09/15/1978,214.5
09/14/1978,214.2
09/13/1978,215.6
09/12/1978,211.5
09/11/1978,210.4
09/08/1978,210.2
09/07/1978,211.3
09/06/1978,216.5
09/05/1978,217.6
09/01/1978,215.5
08/31/1978,210.6
08/30/1978,211.6
08/29/1978,211.4
08/28/1978,202.8
08/25/1978,202.6
08/24/1978,204.8
08/23/1978,207.1
08/22/1978,209.5
08/21/1978,212.7
08/18/1978,212.7
08/17/1978,211.7
08/16/1978,217.3
08/15/1978,218
08/14/1978,220.3
08/11/1978,216
08/10/1978,215.3
08/09/1978,210.8
08/08/1978,214
08/07/1978,213.1
08/04/1978,209.6
08/03/1978,205.7
08/02/1978,208.4
08/01/1978,207.5
07/31/1978,209.8
07/28/1978,206.9
07/27/1978,198.2
07/26/1978,195
07/25/1978,195.5
07/24/1978,193.8
07/21/1978,196.3
07/20/1978,192.2
07/19/1978,187.4
07/18/1978,186
07/17/1978,184.8
07/14/1978,186.6
07/13/1978,186.1
07/12/1978,187.2
07/11/1978,186.6
07/10/1978,187.2
07/07/1978,186.5
07/06/1978,183.9
07/05/1978,184.9
07/03/1978,184.8
06/30/1978,183.7
06/29/1978,183.9
06/28/1978,186
06/27/1978,186.5
06/26/1978,186.5
06/23/1978,187.4
06/22/1978,188
06/21/1978,187.6
06/20/1978,187.7
06/19/1978,188.3
06/16/1978,187.5
06/15/1978,185.9
06/14/1978,185
06/13/1978,185.5
06/12/1978,183.3
06/09/1978,183.5
06/08/1978,184
06/07/1978,182.7
06/06/1978,184.3
06/05/1978,184
06/02/1978,185.2
06/01/1978,186.7
05/31/1978,187
05/30/1978,186.6
05/26/1978,179.8
05/25/1978,180.3
05/24/1978,179.4
05/23/1978,181.8
05/22/1978,179.9
05/19/1978,178.6
05/18/1978,179
05/17/1978,177.2
05/16/1978,177.6
05/15/1978,176.6
05/12/1978,174.4
05/11/1978,174.4
05/10/1978,174.9
05/09/1978,172.8
05/08/1978,172.6
05/05/1978,174
05/04/1978,174.1
05/03/1978,172.2
05/02/1978,170.7
05/01/1978,169.8
04/28/1978,170.6
04/27/1978,171.7
04/26/1978,169.4
04/25/1978,168.4
04/24/1978,168.4
04/21/1978,171.5
04/20/1978,171.4
04/19/1978,174.3
04/18/1978,174.6
04/17/1978,173
04/14/1978,178.3
04/13/1978,179.6
04/12/1978,181.2
04/11/1978,182
04/10/1978,180.5
04/07/1978,179.5
04/06/1978,182.5
04/05/1978,180.4
04/04/1978,179.2
04/03/1978,179.8
03/31/1978,186.2
03/30/1978,182.9
03/29/1978,179.3
03/28/1978,182.6
03/27/1978,183.2
03/23/1978,180.8
03/22/1978,180.3
03/21/1978,177.2
03/20/1978,176
03/17/1978,181.9
03/16/1978,185.7
03/15/1978,183.7
03/14/1978,186.2
03/13/1978,189.4
03/10/1978,188.9
03/09/1978,188.1
03/08/1978,190.7
03/07/1978,189.2
03/06/1978,187.1
03/03/1978,184.6
03/02/1978,185
03/01/1978,184
02/28/1978,184.4
02/27/1978,182.7
02/24/1978,181.5
02/23/1978,184.6
02/22/1978,182
02/21/1978,183
02/17/1978,181.2
02/16/1978,182.5
02/15/1978,182
02/14/1978,179.2
02/13/1978,179.7
02/10/1978,178
02/09/1978,176.4
02/08/1978,175.9
02/06/1978,177.5
02/03/1978,176.7
02/02/1978,176.2
02/01/1978,178
01/31/1978,178.9
01/30/1978,176.7
01/27/1978,174.8
01/26/1978,176.2
01/25/1978,176.6
01/24/1978,176.7
01/23/1978,176.8
01/19/1978,173.7
01/18/1978,172.3
01/17/1978,173.9
01/16/1978,176.2
01/13/1978,175.5
01/12/1978,172.6
01/11/1978,175
01/10/1978,172.8
01/09/1978,173.3
01/06/1978,171.3
01/05/1978,170.8
01/04/1978,168
01/03/1978,173
12/30/1977,167.5
12/29/1977,167.7
12/28/1977,166.2
12/27/1977,166.2
12/23/1977,164.7
12/22/1977,162.9
12/21/1977,161.2
12/20/1977,161.5
12/19/1977,160.8
12/16/1977,161.6
12/15/1977,161.5
12/14/1977,161.5
12/13/1977,159.5
12/12/1977,157.2
12/09/1977,160
12/08/1977,162
12/07/1977,163.6
12/06/1977,161.8
12/05/1977,161.7
12/02/1977,160.1
12/01/1977,159.6
11/30/1977,162.3
11/29/1977,165.1
11/28/1977,160.8
11/25/1977,159.5
11/23/1977,158.6
11/22/1977,155.9
11/21/1977,155.2
11/18/1977,161.5
11/17/1977,160.6
11/16/1977,158.4
11/15/1977,163.5
11/14/1977,164.3
11/11/1977,168.9
11/10/1977,168.7
11/09/1977,168.2
11/08/1977,167.5
11/07/1977,166.2
11/04/1977,168.3
11/03/1977,166.1
11/02/1977,163.4
11/01/1977,163.6
10/31/1977,162.7
10/28/1977,162
10/27/1977,161.7
10/26/1977,164.1
10/25/1977,166.5
10/24/1977,166.6
10/21/1977,164.3
10/20/1977,162.5
10/19/1977,160.2
10/18/1977,162.6
10/17/1977,164.1
10/14/1977,162.1
10/13/1977,159.5
10/12/1977,160
10/11/1977,160.2
10/10/1977,159
10/07/1977,157.3
10/06/1977,155.5
10/05/1977,156.8
10/04/1977,157.8
10/03/1977,157.8
09/30/1977,156.4
09/29/1977,156
09/28/1977,155.6
09/27/1977,155.3
09/26/1977,155.9
09/23/1977,154
09/22/1977,154.1
09/21/1977,154
09/20/1977,153.5
09/19/1977,152
09/16/1977,151.5
09/15/1977,150.3
09/14/1977,150.4
09/13/1977,150
09/12/1977,150.3
09/09/1977,150.4
09/08/1977,149.4
09/07/1977,150.6
09/06/1977,149.3
09/02/1977,150.8
09/01/1977,148.3
08/31/1977,148.1
08/30/1977,148.5
08/29/1977,148.1
08/26/1977,148.6
08/25/1977,146.4
08/24/1977,146.9
08/23/1977,146.4
08/22/1977,146.2
08/19/1977,146.8
08/18/1977,147
08/17/1977,146.4
08/16/1977,145.9
08/15/1977,144.7
08/12/1977,146
08/11/1977,148.6
08/10/1977,148.6
08/09/1977,148.5
08/08/1977,149.3
08/05/1977,149.2
08/04/1977,148.6
08/03/1977,149.1
08/02/1977,148.3
08/01/1977,148.2
07/29/1977,147.1
07/28/1977,146.4
07/27/1977,145.4
07/26/1977,146.7
07/25/1977,147.3
07/22/1977,145.3
07/21/1977,144.2
07/20/1977,144.8
07/19/1977,145.2
07/18/1977,145.8
07/15/1977,144.7
07/13/1977,145
07/12/1977,143.6
07/11/1977,141.6
07/08/1977,142.5
07/07/1977,141.9
07/06/1977,141.4
07/05/1977,140.9
07/01/1977,142.1
06/30/1977,143.6
06/29/1977,143.7
06/28/1977,143
06/27/1977,144.6
06/24/1977,141.9
06/23/1977,141.7
06/22/1977,140.7
06/21/1977,141.7
06/20/1977,141.1
06/17/1977,140.7
06/16/1977,140.3
06/15/1977,140.5
06/14/1977,137.9
06/13/1977,138.7
06/10/1977,142.1
06/09/1977,140.7
06/08/1977,142.8
06/07/1977,143.7
06/06/1977,144.2
06/03/1977,143.5
06/02/1977,143.5
06/01/1977,145
05/31/1977,144.3
05/27/1977,144.5
05/26/1977,142.6
05/25/1977,144.1
05/24/1977,144
05/23/1977,145.3
05/20/1977,146.9
05/19/1977,147
05/18/1977,146.8
05/17/1977,147.5
05/16/1977,148.5
05/13/1977,148.3
05/12/1977,148
05/11/1977,147.5
05/10/1977,148
05/09/1977,148.2
05/06/1977,148.5
05/05/1977,147.6
05/04/1977,148
05/03/1977,147.9
05/02/1977,149.6
04/29/1977,148
04/28/1977,146.2
04/27/1977,146.9
04/26/1977,146.7
04/25/1977,148.3
04/22/1977,150.1
04/21/1977,150
04/20/1977,149.2
04/19/1977,151.1
04/18/1977,152.3
04/15/1977,152.7
04/14/1977,153.3
04/13/1977,153.8
04/12/1977,151.3
04/11/1977,150.7
04/07/1977,149.5
04/06/1977,149
04/05/1977,147.7
04/04/1977,151.1
04/01/1977,152.2
03/31/1977,151
03/30/1977,151.5
03/29/1977,148.6
03/28/1977,149.8
03/25/1977,153.3
03/24/1977,153
03/23/1977,153.8
03/22/1977,151
03/21/1977,153.7
03/18/1977,151
03/17/1977,150.2
03/16/1977,149.1
03/15/1977,148.1
03/14/1977,145.7
03/11/1977,146.1
03/10/1977,146.7
03/09/1977,148
03/08/1977,148.1
03/07/1977,148.1
03/04/1977,148.2
03/03/1977,146.1
03/02/1977,147.4
03/01/1977,143.6
02/28/1977,144.6
02/25/1977,142.3
02/24/1977,142.1
02/23/1977,140.7
02/22/1977,139.8
02/18/1977,138.3
02/17/1977,137.7
02/16/1977,137.3
02/15/1977,136.3
02/14/1977,136.6
02/11/1977,137
02/10/1977,136.4
02/09/1977,137.1
02/08/1977,135.6
02/07/1977,136.4
02/04/1977,134
02/03/1977,133.6
02/02/1977,133.9
02/01/1977,133.5
01/31/1977,134
01/28/1977,132.9
01/27/1977,131.2
01/26/1977,131.7
01/25/1977,134.5
01/24/1977,132.8
01/21/1977,132.6
01/20/1977,133.1
01/19/1977,133.1
01/18/1977,132.5
01/17/1977,132.8
01/14/1977,131.6
01/13/1977,132
01/12/1977,131.7
01/11/1977,130.7
01/10/1977,127.6
01/07/1977,133.1
01/06/1977,133.6
01/05/1977,133.2
01/04/1977,136.4
01/03/1977,136
12/30/1976,135.7
12/29/1976,135.1
12/28/1976,134.5
12/27/1976,134.2
12/23/1976,133.9
12/22/1976,134.4
12/21/1976,135.2
12/20/1976,132.4
12/17/1976,132
12/16/1976,134.9
12/15/1976,133.5
12/14/1976,137
12/13/1976,136.4
12/10/1976,139
12/09/1976,138.6
12/08/1976,138.1
12/07/1976,134.8
12/06/1976,136
12/03/1976,133.3
12/02/1976,132.1
12/01/1976,132.2
11/30/1976,132.6
11/29/1976,131.2
11/26/1976,129.7
11/24/1976,132.5
11/23/1976,132.4
11/22/1976,135.1
11/19/1976,130.8
11/18/1976,128.6
11/17/1976,131.8
11/16/1976,133.3
11/15/1976,135.9
11/12/1976,136.9
11/11/1976,135.8
11/10/1976,137.1
11/09/1976,133.2
11/08/1976,133
11/05/1976,128
11/04/1976,126
11/03/1976,125.2
11/01/1976,123.7
10/29/1976,123.8
10/28/1976,125.8
10/27/1976,120
10/26/1976,118.4
10/25/1976,116.9
10/22/1976,115.8
10/21/1976,116.3
10/20/1976,114.9
10/19/1976,115.3
10/18/1976,116.9
10/15/1976,117
10/14/1976,114.9
10/13/1976,115
10/12/1976,114.7
10/11/1976,114.6
10/08/1976,114
10/07/1976,115.5
10/06/1976,116.6
10/05/1976,114.5
10/04/1976,114.2
10/01/1976,116
09/30/1976,116.1
09/29/1976,116.1
09/28/1976,116.2
09/27/1976,117.7
09/24/1976,118.6
09/23/1976,117.8
09/22/1976,118.5
09/21/1976,119.1
09/20/1976,115
09/17/1976,117.5
09/16/1976,114
09/15/1976,112.3
09/14/1976,110.8
09/13/1976,114.7
09/10/1976,118.4
09/09/1976,113.9
09/08/1976,112.4
09/07/1976,111.8
09/03/1976,108
09/02/1976,105.4
09/01/1976,105.4
08/31/1976,103.2
08/30/1976,102.8
08/27/1976,103.1
08/26/1976,104.9
08/25/1976,106.1
08/24/1976,103.4
08/23/1976,104.5
08/20/1976,108.6
08/19/1976,108.9
08/18/1976,108.8
08/17/1976,112.2
08/16/1976,114
08/13/1976,114.5
08/12/1976,113.9
08/11/1976,114.5
08/10/1976,114.7
08/09/1976,113.6
08/06/1976,113.8
08/05/1976,113.3
08/04/1976,114.3
08/03/1976,113.9
08/02/1976,113.3
07/30/1976,114.2
07/29/1976,113.7
07/28/1976,112.9
07/27/1976,113.1
07/26/1976,112.1
07/23/1976,111.2
07/22/1976,111
07/21/1976,112.8
07/20/1976,108.9
07/19/1976,112.6
07/16/1976,117.9
07/15/1976,117.5
07/14/1976,123.1
07/13/1976,123
07/12/1976,122.2
07/09/1976,122.8
07/08/1976,123.7
07/07/1976,123.9
07/06/1976,124.2
07/02/1976,124.1
07/01/1976,123.6
06/30/1976,123.9
06/29/1976,124.2
06/28/1976,124
06/25/1976,125.5
06/24/1976,125.7
06/23/1976,125.6
06/22/1976,126
06/21/1976,127.2
06/18/1976,127.2
06/17/1976,127.1
06/16/1976,126.5
06/15/1976,127.1
06/14/1976,127.2
06/11/1976,126.9
06/10/1976,127.8
06/09/1976,128.1
06/08/1976,128.6
06/07/1976,128.8
06/04/1976,128
06/03/1976,129.3
06/02/1976,131.2
06/01/1976,129.4
05/28/1976,127.3
05/27/1976,126.8
05/26/1976,126.9
05/25/1976,124.9
05/24/1976,125.5
05/21/1976,126.2
05/20/1976,126.1
05/19/1976,126
05/18/1976,127.8
05/17/1976,128.1
05/14/1976,128.2
05/13/1976,128.2
05/12/1976,128.5
05/11/1976,128.6
05/10/1976,128.7
05/07/1976,129
05/06/1976,129.4
05/05/1976,128.3
05/04/1976,128.2
05/03/1976,128.9
04/30/1976,128.9
04/29/1976,128.5
04/28/1976,128.5
04/27/1976,129.2
04/26/1976,128.6
04/23/1976,127.9
04/22/1976,127.9
04/21/1976,127.8
04/20/1976,128.9
04/19/1976,128.8
04/15/1976,128.1
04/14/1976,128.1
04/13/1976,128.5
04/12/1976,128.5
04/09/1976,127.5
04/08/1976,129.4
04/07/1976,128
04/06/1976,128.5
04/05/1976,128.1
04/02/1976,129.6
04/01/1976,129.7
03/31/1976,129.7
03/30/1976,130.1
03/29/1976,128.1
03/26/1976,129.2
03/25/1976,133.1
03/24/1976,133.4
03/23/1976,133.9
03/22/1976,134.2
03/19/1976,134.8
03/18/1976,134.3
03/17/1976,134.4
03/16/1976,133.3
03/15/1976,133.5
03/12/1976,133.5
03/11/1976,133.8
03/10/1976,134.2
03/09/1976,133.7
03/08/1976,133.5
03/05/1976,134.5
03/04/1976,133.2
03/03/1976,132.2
03/02/1976,131.8
03/01/1976,132.3
02/27/1976,132.6
02/26/1976,132.4
02/25/1976,133.6
02/24/1976,134.2
02/23/1976,131.5
02/20/1976,131.6
02/19/1976,130.5
02/18/1976,130.3
02/17/1976,130
02/13/1976,131
02/12/1976,130.5
02/11/1976,130.1
02/10/1976,130.6
02/09/1976,130.2
02/06/1976,131.2
02/05/1976,129.2
02/04/1976,129.2
02/03/1976,131.1
02/02/1976,131.3
01/30/1976,129
01/29/1976,129
01/28/1976,128.2
01/27/1976,125.9
01/26/1976,125.5
01/23/1976,127.9
01/22/1976,125.5
01/21/1976,123.7
01/20/1976,124.1
01/19/1976,127.6
01/16/1976,131
01/15/1976,131.5
01/14/1976,133
01/13/1976,132
01/12/1976,136.9
01/09/1976,136.9
01/08/1976,136.1
01/07/1976,139.4
01/06/1976,140.1
01/05/1976,139.6
01/02/1976,141.2
12/31/1975,141
12/30/1975,141.8
12/29/1975,141.9
12/24/1975,141.7
12/23/1975,141.9
12/22/1975,143.7
12/19/1975,146.1
12/18/1975,139.1
12/17/1975,139.2
12/16/1975,138.9
12/15/1975,138.1
12/12/1975,138.9
12/11/1975,140
12/10/1975,139.9
12/09/1975,138.2
12/08/1975,136.9
12/05/1975,138.7
12/04/1975,139
12/03/1975,139
12/02/1975,140
12/01/1975,138.4
11/28/1975,138.8
11/26/1975,139.6
11/25/1975,140.3
11/24/1975,141.3
11/21/1975,141.1
11/20/1975,141.8
11/19/1975,142.9
11/18/1975,140.3
11/17/1975,139.3
11/14/1975,141.6
11/13/1975,142.9
11/12/1975,144
11/10/1975,144.7
11/07/1975,146.1
11/06/1975,146
11/05/1975,148.4
11/03/1975,143.3
10/31/1975,142.8
10/30/1975,143.6
10/29/1975,144.1
10/28/1975,143.3
10/27/1975,143
10/24/1975,144.1
10/23/1975,145.1
10/22/1975,146.5
10/21/1975,145.2
10/20/1975,146.8
10/17/1975,146.1
10/16/1975,144
10/15/1975,142.9
10/14/1975,142.9
10/10/1975,143.6
10/09/1975,141.7
10/08/1975,139.6
10/07/1975,143.7
10/06/1975,142.6
10/03/1975,139.9
10/02/1975,143.4
10/01/1975,144.2
09/30/1975,142.2
09/29/1975,139.8
09/26/1975,139
09/25/1975,137
09/24/1975,137.5
09/23/1975,131.2
09/22/1975,134.8
09/19/1975,138.4
09/18/1975,137.8
09/17/1975,144.3
09/16/1975,147.7
09/15/1975,150
09/12/1975,149.7
09/11/1975,149.6
09/10/1975,150.4
09/09/1975,151.8
09/08/1975,153
09/05/1975,156
09/04/1975,155.2
09/03/1975,153.7
09/02/1975,152.8
08/29/1975,162.8
08/28/1975,165.5
08/27/1975,166.3
08/26/1975,165.9
08/25/1975,166
08/22/1975,165.8
08/21/1975,166.3
08/20/1975,167
08/19/1975,166.2
08/18/1975,162.2
08/15/1975,166.8
08/14/1975,163.9
08/13/1975,165
08/12/1975,168.4
08/11/1975,166.7
08/08/1975,166.6
08/07/1975,171.3
08/06/1975,171
08/05/1975,171.6
08/04/1975,173.1
08/01/1975,173.4
07/31/1975,173.4
07/30/1975,173.8
07/29/1975,167.7
07/28/1975,169.8
07/25/1975,167.9
07/24/1975,166
07/23/1975,165.5
07/22/1975,166.4
07/21/1975,165.1
07/18/1975,165.4
07/17/1975,165.3
07/16/1975,165.3
07/15/1975,165.9
07/14/1975,167
07/11/1975,167.4
07/10/1975,165.3
07/09/1975,166.9
07/08/1975,166.7
07/07/1975,164
07/03/1975,166.4
07/02/1975,166.3
07/01/1975,168.1
06/30/1975,167.8
06/27/1975,167.9
06/26/1975,166
06/25/1975,166.3
06/24/1975,164.5
06/23/1975,163.5
06/20/1975,164.3
06/19/1975,164.3
06/18/1975,165.4
06/17/1975,166
06/16/1975,164.4
06/13/1975,165.9
06/12/1975,166.5
06/11/1975,167.1
06/10/1975,167.3
06/09/1975,168.5
06/06/1975,167.2
06/05/1975,167.4
06/04/1975,165.9
06/03/1975,167.5
06/02/1975,165.2
05/30/1975,169
05/29/1975,170.1
05/28/1975,170
05/27/1975,172
05/23/1975,174.7
05/22/1975,173.5
05/21/1975,172.2
05/20/1975,168.2
05/19/1975,167.7
05/16/1975,166.9
05/15/1975,165.9
05/14/1975,169.3
05/13/1975,166.7
05/12/1975,165.9
05/09/1975,166.6
05/08/1975,167.3
05/07/1975,166.1
05/06/1975,164.9
05/05/1975,163.5
05/02/1975,165
05/01/1975,165.5
04/30/1975,166.8
04/29/1975,167.8
04/28/1975,166.3
04/25/1975,166.8
04/24/1975,167
04/23/1975,168.8
04/22/1975,166.7
04/21/1975,165.7
04/18/1975,169
04/17/1975,169.5
04/16/1975,166.5
04/15/1975,164.6
04/14/1975,166.2
04/11/1975,172.7
04/10/1975,173.1
04/09/1975,174.5
04/08/1975,174.5
04/07/1975,174.1
04/04/1975,173.8
04/03/1975,177.1
04/02/1975,178.1
04/01/1975,179.1
03/31/1975,179.5
03/27/1975,176
03/26/1975,178.1
03/25/1975,176.2
03/24/1975,175.9
03/21/1975,175.6
03/20/1975,175.5
03/19/1975,179.2
03/18/1975,178.6
03/17/1975,179
03/14/1975,178.7
03/13/1975,179.5
03/12/1975,178.1
03/11/1975,180
03/10/1975,177.2
03/07/1975,178
03/06/1975,180.6
03/05/1975,178.7
03/04/1975,177
03/03/1975,182.6
02/28/1975,183
02/27/1975,182.5
02/26/1975,185.2
02/25/1975,184.4
02/24/1975,186.9
02/21/1975,186
02/20/1975,187.7
02/19/1975,185.6
02/18/1975,185.4
02/14/1975,184.9
02/13/1975,185.8
02/11/1975,176.8
02/10/1975,175.6
02/07/1975,177.3
02/06/1975,176.3
02/05/1975,176.7
02/04/1975,177.3
02/03/1975,178.3
01/31/1975,178
01/30/1975,178.3
01/29/1975,179.1
01/28/1975,176
01/27/1975,176.8
01/24/1975,179.5
01/23/1975,176.4
01/22/1975,174.3
01/21/1975,173.7
01/20/1975,176.2
01/17/1975,172.1
01/16/1975,175.1
01/15/1975,177.3
01/14/1975,178.6
01/13/1975,178.6
01/10/1975,181.3
01/09/1975,178.3
01/08/1975,177.4
01/07/1975,173.4
01/06/1975,174.4
01/03/1975,174.7
